Definition1,Definition2,Definition3,Definition4,Clustal PI 
1.4121475054229933,3.2364425162689807,6.7982646420824295,1.4143167028199568,100.00
0.30081031015948234,0.3228610268077734,5.834437653048126,0.42152466367712993,15.00
0.3422198938016443,0.3640063861763707,5.9969039896622105,0.8358862144420138,15.83
0.23033648252320127,0.33926894439683863,5.851251515202939,0.6564551422319473,17.44
0.3679334373324785,0.3029280202143845,5.887976774277224,0.6493506493506498,17.30
0.23734973007032067,0.28149984044559595,5.77818858216745,0.3595505617977528,15.67
0.3247665878795818,0.30283676331817766,5.917968342265547,0.6252771618625275,17.22
0.3636487214741848,0.42936613658918965,5.937580813478566,0.6371681415929205,16.62
0.3267407583389872,0.30481093377758484,5.89910917939162,0.5853658536585362,16.92
0.38880855748611864,0.38880855748611864,5.9811162497938115,0.6636971046770599,17.01
0.4155078855973926,0.283784504697282,5.972039169900356,0.6311111111111112,17.22
0.43244154022718995,0.3008625928587687,5.947792417420173,0.5764966740576494,16.41
0.4723528484311821,0.3846335501855691,5.996475655448727,0.6341463414634143,16.67
0.4127200580123187,0.3028299481222092,5.97315961845188,0.6236080178173724,16.49
0.3946089931306531,0.2847188832405436,5.9462573447790055,0.5879732739420938,16.49
0.33834231993747643,0.27240825400341073,5.884496166091323,0.5211581291759462,17.01
0.3935539887807078,0.3276922983306516,5.961062221492013,0.6311111111111112,15.94
0.3735539887807082,0.3735539887807082,5.95313686474119,0.6355555555555563,16.71
0.2787595935111913,0.3669624601043555,5.834437653048126,0.1561822125813448,15.00
1.4058295964125556,3.849775784753364,7.114349775784754,1.4080717488789238,100.00
0.6595919258713501,0.6595919258713501,6.422604107488183,0.9015317286652085,35.03
0.4380522489858887,0.504497431710142,6.144586025287107,0.5689277899343548,34.63
0.48986595146291734,0.5779716783351638,6.192509123269085,0.670995670995671,31.72
0.37709607000851797,0.4893295155752977,6.048252074497856,0.2921348314606744,32.41
0.4208674318451813,0.4877570639522055,6.200131645892005,0.6252771618625275,32.87
0.4379284989479295,0.7051890780125181,6.1973939777898,0.615044247787611,32.18
0.42320832177886025,0.6907668502069555,6.147846002938281,0.5188470066518844,32.41
0.5290648529998201,0.7748749088657405,6.285489434005406,0.6636971046770599,32.87
0.46835143960424297,0.780851439604243,6.165896082461385,0.49777777777777743,33.56
0.5746023501612232,0.7752712464822942,6.274713832881402,0.6208425720620836,34.02
0.5922171143295394,0.8151825546862845,6.312395486681825,0.6784922394678494,33.79
0.5313666782850603,0.7771767341509808,6.266562209011316,0.6236080178173724,34.02
0.4689312227102871,0.7370876472912915,6.184015021592968,0.5211581291759462,33.10
0.3687085055610666,0.636864930142071,5.955300684332015,0.16481069042316232,34.25
0.4237085824613853,0.7362085824613853,6.076610368175671,0.36444444444444457,32.87
0.4706728681756722,0.7162085824613857,6.124690725318529,0.413333333333334,33.10
0.3422198938016443,0.3204334014269161,5.9969039896622105,-0.14750542299349245,15.83
0.5488499546642629,0.6152951373885145,6.422604107488183,0.3094170403587446,35.03
1.6652078774617074,3.855579868708972,7.547045951859957,1.6236323851203505,100.00
0.5689277899343548,0.4595185995623634,6.351203501094092,0.2844638949671774,40.87
0.6210121234241264,0.6645376946972483,6.464320066840884,0.5194805194805197,39.91
0.5735094834291115,0.5956824324313281,6.36619241025838,0.17977528089887684,41.24
0.7282769637916786,0.6842241003555554,6.461757140003132,0.29268292682926855,39.09
0.5473390123815154,0.767361014581736,6.437328011281406,0.41592920353982343,39.59
0.7303477414077459,0.6202155828174369,6.564048181936379,0.4966740576496669,40.36
0.7920104486995179,0.6595601175736903,6.591127446492012,0.4632516703786189,39.41
0.7531477331000129,0.5767419999136845,6.549178604103321,0.431111111111111,40.00
0.7702590496117363,0.5720211641491808,6.55770398353244,0.4434589800443458,39.91
0.8321967895337874,0.6559853357892944,6.639465512000748,0.545454545454545,40.59
0.7940409604573127,0.5953654637685712,6.627374293790646,0.5345211581291762,40.55
0.7098017632223463,0.555276376908882,6.545342602074444,0.4543429844097995,40.09
0.543353880510212,0.6095790460731259,6.3733759555654,0.2538975501113585,40.77
0.6208434332102666,0.5767419999136845,6.4830264541584475,0.431111111111111,40.45
0.6449448665068491,0.5126405666171028,6.486179706639153,0.413333333333334,40.00
0.33926894439683863,0.4264149138957496,5.851251515202939,-0.08242950108459812,17.44
0.3937554605030531,0.3273102777788015,6.144586025287107,0.2645739910313907,34.63
0.4814004376367613,0.6126914660831524,6.351203501094092,0.7483588621444204,40.87
1.3763676148796513,3.5995623632385128,7.080962800875274,1.3347921225382935,100.00
0.7702110195699223,0.46553202065806154,6.5144982883403255,0.8225108225108224,58.63
0.7510337790619612,0.440612493030919,6.4428297879311405,0.5168539325842696,62.02
0.7272455291335458,0.5069812119529296,6.525703678913282,0.7804878048780486,59.47
0.6561247268391757,0.5461137257390671,6.501009215288021,0.8141592920353986,59.82
0.7513427384676721,0.44297269441480935,6.572928641551373,0.8514412416851433,64.96
0.8575931673609087,0.5926925051092518,6.666643939987839,0.908685968819599,64.13
0.8846148777734619,0.46565126145593183,6.635441779647773,0.8311111111111114,65.10
0.9013862052619732,0.460857570900739,6.654690170019682,0.8647450110864741,66.07
0.9412975134659654,0.5007688791047311,6.71442526676993,0.9445676274944566,66.29
0.9037737894939788,0.48434774092885746,6.669778204505016,0.8685968819599106,66.37
0.8857597578219281,0.44425865406917,6.631896623164092,0.8106904231625833,66.14
0.697236819922157,0.4764862680457771,6.482005031842686,0.6993318485523385,68.30
0.906665594421753,0.531803411400805,6.613391062999482,0.764444444444444,69.87
0.9087163110700445,0.5338541280490965,6.594493598831897,0.7244444444444449,69.64
0.2379226030962922,0.3245964925870837,5.887976774277224,-0.03904555314533553,17.30
0.40176022459067084,0.5559452466171031,6.192509123269085,0.21973094170403584,31.72
0.5992493377875654,0.6427749090606873,6.464320066840884,0.7045951859956237,39.91
0.7266854482968004,0.596108734477431,6.5144982883403255,0.6783369803063461,58.63
1.4480519480519476,3.7359307359307365,7.231601731601732,1.45021645021645,100.00
0.8452010464088815,0.6246938799259709,6.621386272428728,0.6292134831460681,64.94
0.690289189701474,0.5807601645097975,6.561044939975296,0.7361419068736144,63.86
0.794838738909343,0.5322566820165626,6.591337644817439,0.7035398230088497,60.31
0.8893915859828301,0.5169929003311324,6.684572308874396,0.7849223946784916,68.51
0.9738021413912961,0.6444936891410222,6.7454816144977725,0.7973273942093542,69.27
0.8466776790461008,0.5835197843092583,6.6591776790461,0.764444444444444,68.44
0.8416796740334789,0.5569042085351228,6.700387231536218,0.8647450110864741,68.96
0.9034967872758042,0.5530039066624415,6.760013764274709,0.922394678492239,69.18
0.8659420106947131,0.5585874552611223,6.726534765908763,0.8685968819599106,69.27
0.8478068206517086,0.47459057476806343,6.699618017139085,0.8329621380846319,68.60
0.7036763098691186,0.46218344488558394,6.4731603932939255,0.5211581291759462,65.03
0.9124671527303114,0.5615899597478542,6.692072415888205,0.764444444444444,65.11
0.8486075036075036,0.475800486063644,6.629309257993469,0.7022222222222227,63.78
0.23734973007032067,0.21527467488268215,5.77818858216745,0.11279826464208309,15.67
0.3097560026684505,0.6464563393687879,6.048252074497856,0.3991031390134534,32.41
0.5735094834291115,0.6400283304357632,6.36619241025838,0.9234135667396064,41.24
0.7066878810575261,0.35192069702204876,6.4428297879311405,0.9190371991247268,62.02
0.9334039130020457,0.4923895800362246,6.621386272428728,1.125541125541126,64.94
1.368539325842697,3.5550561797752813,7.069662921348315,1.3707865168539328,100.00
0.780555015517507,1.9635907298032205,6.5339032298032205,0.9578713968957873,68.31
0.7080096016806756,1.9789126117141205,6.475010716507878,0.946902654867257,65.54
0.8722065042726523,2.2561350757012235,6.637831504272652,1.0731707317073162,71.62
0.9343636667674922,2.2319028166556354,6.664788722695904,1.0423162583518923,73.87
0.8955492784856904,2.281024138820886,6.600577211446585,0.9644444444444442,73.42
0.9121178124766445,2.2960463839052156,6.653189241048073,1.0643015521064294,73.20
0.9743505492520637,2.313636263537777,6.702029120680635,1.0997782705099777,73.42
0.9590618526441368,2.2118582732257916,6.69060547680521,1.0690423162583516,73.59
0.8966014011312033,2.1717691863661024,6.608010797104357,0.9665924276169262,73.14
0.7740073193287405,1.8254614580312012,6.468638191811961,0.8329621380846319,68.92
0.9178956472007744,2.0128677142398814,6.600577211446585,0.9422222222222221,68.69
0.8755492784856909,1.9928677142398818,6.5928677142398815,0.9688888888888894,68.24
0.34669641244098415,0.21511746507256468,5.917968342265547,0.02603036876355791,17.22
0.46546051991653137,0.5323501520235538,6.200131645892005,0.2645739910313907,32.87
0.5080126466110624,0.6181448052013696,6.461757140003132,0.9015317286652085,39.09
0.7933248242877315,0.4409019167987438,6.525703678913282,0.7221006564551429,59.47
0.8655356300081536,0.5150427493947927,6.561044939975296,0.8008658008658012,63.86
0.8028764440889358,1.874305015517507,6.5339032298032205,0.606741573033708,68.31
1.487804878048781,3.7272727272727275,7.2926829268292686,1.4900221729490024,100.00
0.9279878347023054,2.1682979122216857,6.646703227836303,0.7920353982300892,67.33
1.0687361419068733,2.487804878048781,6.863636363636364,1.0509977827050996,76.22
1.1757020802846228,2.553479858062399,6.935702080284622,1.0645879732739418,78.79
1.1143095391805495,2.4461630352959762,6.882345055273779,1.0533333333333337,77.95
1.1529933481152987,2.4168514412416844,6.92350332594235,1.1086474501108645,78.22
1.2150776053215075,2.478935698447893,6.9944567627494445,1.188470066518847,78.89
1.2001019812992233,2.466768647965889,6.950101981299222,1.1135857461024496,79.02
1.1822351166617562,2.471124005550644,6.923346227772867,1.0556792873051224,79.02
0.8375679550680903,2.1709012884014243,6.617567955068091,0.7884187082405347,71.27
0.9367290730318256,2.379570360490206,6.6825670308564655,0.8311111111111114,70.00
0.8945315147632353,2.3595703604902063,6.719170804441371,0.9466666666666672,69.56
0.2979313063591782,0.3198371113975149,5.937580813478566,0.02603036876355791,16.62
0.4156567840258809,0.4824719287920267,6.1973939777898,0.24215246636771326,32.18
0.5693412126015378,0.6133456130415826,6.437328011281406,0.7045951859956237,39.59
0.7881379281593084,0.43610272463895683,6.501009215288021,0.6126914660831515,59.82
0.7729569008349433,0.6635477104629519,6.591337644817439,0.8658008658008658,60.31
0.7303061457163516,0.4627476172882563,6.475010716507878,0.4719101123595504,65.54
0.7508006807709648,0.5957619210810421,6.646703227836303,0.8691796008869179,67.33
1.4756637168141609,3.659292035398231,7.307522123893806,1.4778761061946906,100.00
0.9966257575659778,2.7020521141551246,6.827190541619134,0.9844789356984478,77.16
1.1033483380608011,2.768165208205085,6.954624697661245,1.10913140311804,77.28
1.1085718615030071,2.7493700876670886,6.890168313831167,0.9866666666666664,78.89
1.03653706576997,2.7198150281177007,6.864887010398984,1.0199556541019952,77.61
1.0985967682153799,2.759726336321693,6.924731873420253,1.0776053215077601,78.05
1.105501352899548,2.681527989969469,6.924591253010536,1.046770601336303,78.40
1.0654122660398606,2.685834019646963,6.853425584574821,0.9443207126948776,77.95
1.0095846654278198,2.5856113024977425,6.769851036127044,0.8329621380846319,78.40
1.0198800654941387,2.57198649564935,6.801476517822299,0.8977777777777778,75.11
1.0663989125007909,2.618505342656002,6.804758114274627,0.8577777777777786,75.78
0.3267407583389872,0.3486705829003913,5.89910917939162,0.04772234273318876,16.92
0.4009117777431861,0.4900979538858845,6.147846002938281,0.2869955156950672,32.41
0.7083213096896834,0.6862948779716227,6.564048181936379,0.9234135667396064,40.36
0.9055277604941043,0.44297269441480935,6.572928641551373,0.7658643326039387,64.96
0.9332031960595,0.4512754852161258,6.684572308874396,1.0173160173160172,68.51
0.9391707899869388,0.44809936141551,6.637831504272652,0.7191011235955056,71.62
1.0909090909090917,0.44789356984479056,6.863636363636364,1.0909090909090908,76.22
1.0409225460488134,2.5691617487066196,6.827190541619134,1.057522123893806,77.16
1.5365853658536572,3.6674057649667393,7.299334811529933,1.516629711751663,100.00
1.4446353150715137,3.155746426182626,7.194635315071514,1.354120267260579,91.09
1.3829221425702283,3.2120009439020816,7.140968757442593,1.3644444444444446,92.67
1.3991130820399107,3.2682926829268286,7.159645232815965,1.3968957871396892,92.24
1.439024390243901,3.3880266075388015,7.230598669623059,1.4988913525498893,93.13
1.4023685494194478,3.2557018827527813,7.186812993863892,1.4253897550111363,92.65
1.4067239070042028,3.2756127958930925,7.182279462559759,1.4120267260579062,93.10
1.128723412077207,2.715390078743873,6.809834523188318,0.8997772828507795,83.52
1.2497367929586858,2.8324226975091857,6.930091953890983,1.0533333333333337,79.78
1.2741319094958676,2.832400499950918,6.9555969483415945,1.08,80.22
0.34485251353007484,0.5866107552883175,5.9811162497938115,0.04772234273318876,17.01
0.4843721155696521,0.5737575904299863,6.285489434005406,0.33183856502242204,32.87
0.6374850623860517,0.7257852831366041,6.591127446492012,0.9234135667396064,39.41
0.901743277736184,0.6147675602968903,6.666643939987839,0.8096280087527354,64.13
0.864032657307872,0.49081641142422683,6.7454816144977725,1.0389610389610393,69.27
0.8448782081545172,0.4421936443961272,6.664788722695904,0.7191011235955056,73.87
1.020146524729066,0.5534798580623992,6.935702080284622,1.135254988913526,78.79
1.1033483380608011,2.657177416862133,6.954624697661245,1.1017699115044248,77.28
1.3113019817381808,3.2157464261826245,7.194635315071514,1.3835920177383585,91.09
1.5746102449888628,3.783964365256124,7.4231625835189305,1.55456570155902,100.00
1.446132415268524,3.2592581104854315,7.258145763433151,1.3866666666666667,94.43
1.3956577343866172,3.2556577343866167,7.265657734386617,1.4412416851441234,93.99
1.4577912648128297,3.2755690425906074,7.336680153701718,1.5432372505543235,94.43
1.4432071269487743,3.2828507795100226,7.315144766146993,1.492204899777283,94.42
1.403118040089085,3.282850779510021,7.266146993318484,1.4342984409799557,94.42
1.124721603563474,2.9621380846325174,6.915367483296214,0.9665924276169262,85.01
1.1569221816756432,2.9188799124876574,6.96893552984027,1.0533333333333337,80.58
1.2036630048124621,2.9389244063697486,7.05015911159778,1.1688888888888895,81.03
0.371600091964023,0.3935539887807078,5.972039169900356,0.13449023861171394,17.22
0.37906572531852767,0.6469228681756718,6.165896082461385,0.33183856502242204,33.56
0.6649448665068487,0.7310970164517219,6.549178604103321,0.9452954048140043,40.00
0.8846148777734619,0.5538541280490961,6.635441779647773,0.8971553610503289,65.10
0.9124671527303114,0.4738706615022412,6.6591776790461,0.9740259740259738,68.44
0.8285101723404402,0.2698509544633456,6.600577211446585,0.7415730337078656,73.42
1.0699144226433681,0.4927779076600167,6.882345055273779,1.1130820399113084,77.95
1.0642259634985738,2.6385053426560017,6.890168313831167,1.168141592920354,78.89
1.3829221425702283,3.2719343512272765,7.140968757442593,1.3392461197339243,92.67
1.4683793563141307,3.3994138390727517,7.258145763433151,1.4654788418708238,94.43
1.562222222222223,3.695555555555556,7.337777777777778,1.5422222222222226,100.00
1.4894261255799925,3.4317124740816567,7.256351763759793,1.463414634146341,96.67
1.5293374337839847,3.571512794494307,7.316240874405516,1.5432372505543235,97.11
1.4705817539298938,3.4594582834070895,7.272583978623998,1.492204899777283,96.65
1.4527396081158113,3.4393914434884483,7.256966526914477,1.478841870824053,96.43
1.2412821857385605,3.058857269164589,7.006576957707415,1.1670378619153672,87.05
1.1844444444444449,2.915555555555555,6.926666666666667,1.0755555555555558,81.07
1.275555555555556,3.035555555555556,7.03,1.1911111111111117,82.18
0.27893276829736635,0.4105117156657876,5.947792417420173,0.11279826464208309,16.41
0.4631196299828506,0.6637885263039216,6.274713832881402,0.3991031390134534,34.02
0.6381004593033648,0.7482326178936738,6.55770398353244,0.9234135667396064,39.91
0.8793597735439107,0.4828840026188015,6.654690170019682,0.8752735229759301,66.07
0.9731145042634903,0.5788100135734577,6.700387231536218,0.9307359307359313,68.96
0.8897963839052156,0.35408209819093095,6.653189241048073,0.7191011235955056,73.20
1.086474501108647,0.5321507760532143,6.92350332594235,1.1130820399113084,78.22
1.0586854600113877,2.6533698453934473,6.864887010398984,1.057522123893806,77.61
1.376940133037694,3.188470066518848,7.159645232815965,1.3170731707317067,92.24
1.4845466232755058,3.3756577343866176,7.265657734386617,1.398663697104677,93.99
1.4450310090428111,3.4317124740816567,7.256351763759793,1.431111111111111,96.67
1.594235033259423,3.647450110864744,7.396895787139689,1.5742793791574279,100.00
1.6119733924611968,3.647450110864744,7.4124168514412405,1.5875831485587577,99.11
1.5756131909567728,3.4956131909567727,7.391168746512329,1.5590200445434297,98.22
1.5133018818748614,3.3955241040970847,7.308857437430418,1.4565701559020043,98.00
1.2130791647256416,2.8753013869478643,6.914190275836753,0.9665924276169262,86.86
1.2230554263569076,2.8923118081549095,6.934487168865231,1.0088888888888885,81.33
1.2696481011626783,2.87231180815491,7.037683617255908,1.1688888888888895,82.22
0.29691425193995435,0.4723528484311821,5.996475655448727,0.11279826464208309,16.67
0.4807343941511668,0.6591067464365636,6.312395486681825,0.376681614349776,33.79
0.7000381992254177,0.7881439260976641,6.639465512000748,0.9452954048140043,40.59
0.9192710817479028,0.5668481742589169,6.71442526676993,0.8752735229759301,66.29
0.9911200074291457,0.6187213217774481,6.760013764274709,0.9523809523809526,69.18
0.8850648349663484,0.3939934063949213,6.702029120680635,0.7415730337078656,73.42
1.1263858093126373,0.549889135254988,6.9944567627494445,1.135254988913526,78.89
1.076448373973962,2.737577942080275,6.924731873420253,1.0796460176991154,78.05
1.439024390243901,3.348115299334811,7.230598669623059,1.3170731707317067,93.13
1.5466801537017183,3.4355690425906076,7.336680153701718,1.398663697104677,94.43
1.4849423172468033,3.511579387169112,7.316240874405516,1.431111111111111,97.11
1.5676274944567616,3.607538802660752,7.4124168514412405,1.5521064301552103,99.11
1.6518847006651889,3.7472283813747227,7.494456762749445,1.6319290465631928,100.00
1.593302276938541,3.5955244991607636,7.45108005471632,1.5812917594654792,98.66
1.5309909678566314,3.515435412301077,7.3576576345232985,1.4565701559020043,98.44
1.252990472929632,2.955212695151854,6.974101584040743,0.9665924276169262,87.31
1.2629667345608997,2.992156523684095,6.994376279510955,1.0088888888888885,81.78
1.353954525903852,2.972156523684095,7.119770286170223,1.1688888888888895,82.67
0.3248079701002311,0.4786541239463844,5.97315961845188,0.09110629067245135,16.49
0.46432757213980835,0.6430985218604786,6.266562209011316,0.35426008968609857,34.02
0.7278157948943988,0.7057407397067603,6.627374293790646,0.9452954048140043,40.55
0.8816987343063403,0.5505729064917713,6.669778204505016,0.8752735229759301,66.37
0.9757114947781371,0.6024952488944937,6.726534765908763,0.9523809523809526,69.27
0.8919477586844042,0.35503500700655266,6.69060547680521,0.7640449438202248,73.59
1.0889908701881108,0.5556575368547776,6.950101981299222,1.135254988913526,79.02
1.0833037946309574,2.681527989969469,6.924591253010536,1.1238938053097351,78.40
1.4023685494194478,3.3157018827527818,7.186812993863892,1.3170731707317067,92.65
1.5322939866369705,3.383073496659243,7.315144766146993,1.4209354120267257,94.42
1.4705817539298938,3.379369295642908,7.272583978623998,1.4088888888888889,96.65
1.5756131909567728,3.515613190956774,7.391168746512329,1.5521064301552103,98.22
1.6377467213829853,3.655524499160764,7.45108005471632,1.6097560975609753,98.66
1.5790645879732743,3.6837416481069045,7.4075723830734965,1.5590200445434297,100.00
1.5612472160356337,3.523385300668151,7.369710467706012,1.5011135857461024,98.44
1.260579064587974,2.9621380846325174,6.974387527839644,1.0111358574610243,87.02
1.2926062255650432,2.958902109880949,6.99449721555392,1.0311111111111115,81.92
1.3393470487018622,2.9389021098809494,7.097967738357035,1.1911111111111117,82.81
0.3286749271965874,0.4605430590647206,5.9462573447790055,0.11279826464208309,16.49
0.4018921165650351,0.6030094350007893,6.184015021592968,0.33183856502242204,33.10
0.6877267080347096,0.7318768184099849,6.545342602074444,0.9015317286652085,40.09
0.8636847026342913,0.5104838196320838,6.631896623164092,0.8971553610503289,66.14
0.9795302015518175,0.606313955668174,6.699618017139085,0.9740259740259738,68.60
0.8294873071714708,0.27020319084037503,6.608010797104357,0.7415730337078656,73.14
1.0711240055506455,0.4489017833284219,6.923346227772867,1.1796008869179602,79.02
1.0210171495026792,2.597043786572602,6.853425584574821,1.1238938053097351,77.95
1.428946129226425,3.2756127958930925,7.182279462559759,1.3614190687361418,93.10
1.5144766146993298,3.4432071269487743,7.266146993318484,1.4209354120267257,94.42
1.4972334902070248,3.3793247026653113,7.256966526914477,1.431111111111111,96.43
1.5133018818748614,3.4955241040970844,7.308857437430418,1.5299334811529928,98.00
1.5532131900788535,3.5754354123010756,7.3576576345232985,1.5875831485587577,98.44
1.5612472160356337,3.5634743875278385,7.369710467706012,1.5812917594654792,98.44
1.5879732739420938,3.66369710467706,7.376391982182628,1.5679287305122491,100.00
1.2427616926503333,2.982182628062361,6.8919821826280625,0.9443207126948776,86.80
1.3192579618421743,2.9388352699623077,6.978879763844399,1.0533333333333337,82.14
1.3659987849789932,2.918835269962308,7.071226816124711,1.1911111111111117,83.26
0.3603203419155001,0.4042763858715439,5.884496166091323,0.1561822125813448,17.01
0.1452448184102284,0.4804403491364848,5.955300684332015,0.33183856502242204,34.25
0.5654289356978506,0.6537291564484029,6.3733759555654,0.8577680525164117,40.77
0.8517622062356214,0.3440359369199495,6.482005031842686,0.8096280087527354,68.30
0.7475841035024882,0.5499990321523232,6.4731603932939255,0.9307359307359313,65.03
0.7963786839819846,0.32658002626386384,6.468638191811961,0.6966292134831464,68.92
0.9264568439569789,0.43756795506809,6.617567955068091,0.9356984478935697,71.27
1.0095846654278198,2.632226174861783,6.769851036127044,1.168141592920354,78.40
1.0176123009660962,2.7753900787438734,6.809834523188318,1.2283813747228374,83.52
1.1469933184855243,2.9020044543429844,6.915367483296214,1.2873051224944314,85.01
1.2857760678297723,2.9187015405772705,7.006576957707415,1.3422222222222224,87.05
1.124190275836753,2.855301386947863,6.914190275836753,1.3303769401330374,86.86
1.1641015840407434,2.9352126951518542,6.974101584040743,1.41019955654102,87.31
1.1714922048997778,2.9420935412026736,6.974387527839644,1.3808463251670382,87.02
1.064587973273941,2.861915367483295,6.8919821826280625,1.32293986636971,86.80
1.43207126948775,3.6236080178173715,7.120267260579064,1.4120267260579062,100.00
1.2412821857385605,3.1389462569287723,6.950959605093399,1.2977777777777781,88.20
1.2880230088753795,3.239079738575045,7.0210597163281045,1.3688888888888897,89.09
0.3496461951473364,0.3496461951473364,5.961062221492013,0.11279826464208309,15.94
0.22281572531852767,0.6022800110328141,6.076610368175671,0.2869955156950672,32.87
0.6428941498585576,0.7090462998034308,6.4830264541584475,0.814004376367615,40.45
0.7964120111802977,0.4436005448076408,6.613391062999482,0.9190371991247268,69.87
0.8905373281689073,0.649309257993469,6.692072415888205,1.0389610389610393,65.11
0.7838174349102722,0.560353747759434,6.600577211446585,0.7640449438202248,68.69
0.8479388399574646,0.5815681407343796,6.6825670308564655,0.9356984478935697,70.00
0.9533612184874869,2.57198649564935,6.801476517822299,1.0796460176991154,75.11
1.0499587685413712,2.772489290183991,6.930091953890983,1.2283813747228374,79.78
1.1124282995844315,2.898857665546611,6.96893552984027,1.2204899777282847,80.58
1.0733333333333341,2.895555555555555,6.926666666666667,1.1866666666666665,81.07
1.0454749602081836,2.872334005713178,6.934487168865231,1.241685144124168,81.33
1.0853862684121758,2.9522009188006333,6.994376279510955,1.3215077605321506,81.78
1.070136815108981,2.9388798629399044,6.99449721555392,1.3140311804008906,81.92
1.0522946692949002,2.83872403525708,6.978879763844399,1.3006681514476615,82.14
1.196788303647347,3.118924009987726,6.950959605093399,1.1002227171492205,88.20
1.4955555555555549,3.735555555555556,7.293333333333333,1.4977777777777774,100.00
1.3866666666666667,3.515555555555556,7.207777777777778,1.4355555555555561,96.22
0.395507885597393,0.43941567923076263,5.95313686474119,0.11279826464208309,16.71
0.3144228681756722,0.6046014396042434,6.124690725318529,0.35426008968609857,33.10
0.6669955831551402,0.6669955831551402,6.486179706639153,0.8577680525164117,40.00
0.7984627278285892,0.40154982815935014,6.594493598831897,0.9409190371991247,69.64
0.8705373281689077,0.6293092579934694,6.629309257993469,0.9956709956709959,63.78
0.8308565410555246,0.49566101032926646,6.5928677142398815,0.7415730337078656,68.24
1.005519306106189,0.5393705824657893,6.719170804441371,0.913525498891353,69.56
0.9333612184874873,2.5519864956493503,6.804758114274627,1.1460176991150446,75.78
1.1187490016157344,2.7524892901839912,6.9555969483415945,1.2727272727272725,80.22
1.2704038279492806,2.8788576655466116,7.05015911159778,1.2873051224944314,81.03
1.2311111111111117,2.9155555555555566,7.03,1.2977777777777781,82.18
1.2474505428940876,2.87231180815491,7.037683617255908,1.3082039911308199,82.22
1.2873618510980798,2.9521787212423636,7.119770286170223,1.4323725055432375,82.67
1.2726062255650437,2.9589243568219956,7.097967738357035,1.3808463251670382,82.81
1.2325171387053562,2.858768529139171,7.071226816124711,1.3674832962138082,83.26
1.2880230088753795,3.199035244692954,7.0210597163281045,1.1893095768374167,89.09
1.4755555555555553,3.4955555555555566,7.207777777777778,1.4088888888888889,96.22
1.5,3.775555555555556,7.255555555555556,1.4800000000000004,100.00
